MSSubClass,SalePrice,Residential,LotFrontage,LotArea,Paved,RegularLotShape,LevelContour,AllUtilities,InsideStreet,SingleFam,Age,OverallQual,OverallCond,ExterQual,ExterCond,FinalBsmtQual,BsmtSF,HeatingQual,CentralAir,ElectricQC,TotalSF,Bathrooms,Bedrooms,KitchenQual,Functional,FireplaceQual,GarageScore,PorchArea,Pool,LuxuryItems,LuxuryValue
4,172500,1,,13650,1,1,1,1,1,1,0,5,5,4,4,16.0,1052,5,1,4,1920,2.0,4,4,1,4,10.0,0.0,0,0,0
0,501837,1,63.0,17423,1,0,1,1,0,1,1,9,5,5,3,16.0,2216,5,1,4,2234,2.0,1,5,1,4,12.0,60.0,0,0,0
1,100000,1,60.0,8520,1,1,1,1,1,1,83,5,6,4,3,9.0,968,3,1,4,968,1.0,2,3,1,0,7.0,184.0,0,0,0
13,177000,0,,2117,1,1,1,1,1,0,0,6,5,4,3,15.0,756,5,1,4,1525,2.5,3,4,1,3,10.0,0.0,0,0,0
6,200100,1,54.0,7588,1,1,1,1,1,1,30,7,6,3,3,9.0,793,4,1,4,1802,1.5,4,3,1,4,9.0,40.0,0,0,0
0,120000,1,60.0,9060,1,1,1,1,1,1,49,5,6,3,3,,0,5,1,4,1340,1.0,3,3,1,4,11.0,296.0,0,0,0
4,200000,1,63.0,11426,1,1,1,1,1,1,0,7,5,3,3,10.0,1362,5,1,4,2082,2.5,3,4,0,0,8.0,518.0,0,0,0
4,127000,1,92.0,7438,1,0,1,1,1,1,83,5,8,3,3,8.0,504,4,1,4,1252,1.0,3,3,1,0,10.0,104.0,0,0,0
7,475000,1,90.0,22950,1,0,1,1,1,1,101,10,9,4,4,10.0,1107,5,1,4,3036,2.5,4,5,1,3,12.0,670.0,0,0,0
8,173000,1,,9947,1,0,1,1,0,1,1,7,5,3,3,17.0,1188,5,1,4,1217,2.0,3,4,1,0,10.0,195.0,0,0,0
4,135000,1,60.0,10410,1,1,1,1,1,1,71,5,7,3,3,8.0,660,5,1,4,1512,2.5,3,3,0,0,6.0,140.0,0,0,0
10,153337,1,64.0,7018,1,1,0,1,1,0,0,5,5,3,3,17.0,1086,3,1,4,1224,1.0,2,3,1,3,10.0,120.0,0,0,0
11,286000,1,41.0,4923,1,1,1,1,1,0,1,8,5,4,3,18.0,1593,5,1,4,1593,1.5,0,5,1,4,12.0,344.0,0,0,0
6,315000,1,70.0,10570,1,1,0,1,1,1,62,8,8,4,3,13.0,853,3,1,4,2727,2.5,3,4,0,3,10.0,74.0,0,0,0
5,184000,1,,7472,1,0,1,1,0,1,32,7,9,3,3,13.0,725,4,1,4,1479,1.5,4,4,1,0,12.0,32.0,0,0,0
0,192000,1,68.0,9017,1,0,1,1,1,1,0,7,5,4,3,17.0,1431,5,1,4,1431,2.0,3,4,1,0,12.0,35.0,0,0,0
13,130000,1,24.0,2522,1,1,1,1,1,0,0,7,5,4,3,10.0,970,5,1,4,1709,2.0,3,4,0,0,10.0,40.0,0,0,0
0,127000,1,60.0,7180,1,0,1,1,1,1,0,5,7,3,3,15.0,864,3,1,4,864,1.0,3,3,1,0,10.0,0.0,0,0,0
13,148500,1,24.0,2280,1,1,1,1,0,0,0,6,6,3,3,14.0,855,3,1,4,1456,2.5,3,3,1,3,10.0,87.0,0,0,0
0,311872,1,79.0,9416,1,1,1,1,1,1,0,7,5,5,3,16.0,1726,5,1,4,1726,2.0,3,5,1,4,12.0,575.0,0,0,0
7,235000,1,174.0,25419,1,1,1,1,0,1,72,8,4,4,4,15.0,1360,4,1,4,2720,2.0,4,4,1,5,10.0,568.0,1,0,0
7,104000,1,92.0,5520,1,1,1,1,0,1,38,6,6,3,3,9.0,755,5,1,4,1858,1.0,5,3,1,0,3.0,228.0,0,0,0
0,274900,1,76.0,9591,1,1,1,1,1,1,1,8,5,4,3,18.0,1713,5,1,4,1713,2.0,3,5,1,4,12.0,196.0,0,0,0
0,140000,1,80.0,8546,1,1,1,1,0,1,1,4,5,3,3,10.0,1121,5,1,4,1121,2.0,2,3,1,0,11.0,196.0,0,0,0
0,171500,1,75.0,10125,1,1,1,1,1,1,0,6,6,3,3,14.0,1196,3,1,4,1279,2.0,3,3,1,2,10.0,321.0,0,0,0
4,112000,1,50.0,7000,1,1,1,1,0,1,26,6,6,3,4,9.0,617,4,1,4,1310,2.0,2,3,0,0,10.0,126.0,0,0,0
11,149000,1,,4438,1,1,1,1,1,0,0,6,5,4,3,17.0,848,5,1,4,848,1.0,1,4,1,4,11.0,149.0,0,0,0
4,110000,1,50.0,3500,1,1,1,1,1,1,3,5,7,3,3,10.0,720,3,1,4,1284,1.5,2,3,1,0,10.0,35.0,0,0,0
0,180500,1,99.0,11851,1,1,1,1,0,1,0,7,5,3,3,10.0,1424,5,1,4,1442,2.0,3,3,1,0,11.0,542.0,0,0,0
0,143900,1,40.0,13673,1,0,1,1,0,1,0,5,5,3,4,9.0,1140,3,1,4,1696,1.5,3,3,0,3,11.0,30.0,0,0,0
0,141000,1,,12493,1,0,1,1,1,1,0,4,5,3,3,15.0,1100,3,1,4,1100,1.0,3,3,1,1,11.0,355.0,0,0,0
5,277000,1,,14364,1,0,0,1,1,1,1,7,5,4,3,18.0,1157,5,1,4,2062,2.5,3,3,1,4,12.0,269.0,0,0,0
0,145000,1,75.0,8250,1,1,1,1,1,1,0,6,7,3,3,12.0,1092,5,1,4,1092,1.0,3,3,1,0,12.0,0.0,0,0,0
1,98000,1,67.0,5604,1,1,1,1,1,1,25,5,6,3,3,11.0,864,3,0,3,864,1.0,2,3,1,0,3.0,96.0,0,0,0
0,186000,1,83.0,10420,1,1,1,1,0,1,0,6,5,3,3,16.0,1212,5,1,4,1212,2.0,3,4,1,0,11.0,122.0,0,0,0
5,252678,0,72.0,8640,1,1,1,1,1,1,0,7,5,3,3,15.0,900,5,1,4,1852,2.5,3,4,1,3,11.0,276.0,0,0,0
0,156000,1,43.0,13568,1,0,1,1,0,1,0,5,5,3,3,14.0,990,5,1,4,990,1.0,3,3,1,0,10.0,224.0,0,0,0
5,161750,1,,10900,1,0,1,1,0,1,0,6,7,3,3,15.0,689,5,1,4,1392,1.5,3,3,1,0,12.0,36.0,0,0,450
0,134450,1,72.0,10011,1,0,1,1,1,1,39,5,6,3,3,12.0,1070,3,1,4,1236,1.0,2,4,0,2,10.0,0.0,0,0,0
0,210000,1,65.0,8450,1,1,1,1,1,1,0,7,5,4,3,16.0,1436,5,1,4,1436,2.0,3,4,1,0,10.0,237.0,0,0,0
6,107000,1,57.0,9906,1,1,1,1,1,1,25,4,4,3,3,9.0,686,2,0,4,1328,1.0,3,3,1,0,10.0,232.0,0,0,0
4,311500,1,,15660,1,0,1,1,0,1,67,7,9,4,4,12.0,798,5,1,4,1954,1.5,3,4,1,3,10.0,269.0,0,0,0
11,167240,1,43.0,3010,1,1,1,1,1,0,1,7,5,4,3,17.0,1248,5,1,4,1248,2.0,2,4,1,0,12.0,108.0,0,0,0
0,204900,1,73.0,8990,1,0,1,1,1,1,0,7,5,4,3,11.0,1498,5,1,4,1498,2.0,2,4,1,0,11.0,384.0,0,0,0
5,200000,1,,8068,1,0,1,1,1,1,0,6,5,4,3,10.0,1010,5,1,4,2267,2.5,4,4,1,3,11.0,166.0,0,0,0
5,179900,1,85.0,11475,1,1,1,1,1,1,0,6,6,3,3,14.0,713,3,1,4,1552,2.5,3,3,1,3,11.0,417.0,0,0,0
0,97000,1,70.0,10500,1,1,1,1,0,1,0,4,6,3,3,14.0,864,4,1,4,864,1.0,2,3,1,0,10.0,216.0,0,0,0
0,386250,1,103.0,13472,1,1,1,1,1,1,0,10,5,5,3,19.0,2392,5,1,4,2392,2.0,3,5,1,5,12.0,353.0,0,0,0
13,112000,1,21.0,1680,1,1,1,1,1,0,0,5,5,3,3,9.0,630,3,1,4,1302,2.5,3,3,1,0,10.0,0.0,0,0,0
5,290000,1,82.0,9950,1,0,1,1,1,1,0,7,5,4,3,15.0,1203,5,1,4,2520,2.5,4,4,1,3,11.0,338.0,0,0,0
13,106000,1,21.0,1869,1,1,1,1,1,0,0,6,6,3,3,11.0,483,3,1,4,987,1.5,2,3,1,0,10.0,0.0,0,0,0
0,125000,1,70.0,8521,1,1,1,1,0,1,0,5,5,3,3,13.0,912,3,1,4,912,1.0,3,3,1,2,10.0,0.0,0,0,0
11,192500,1,43.0,3182,1,1,1,1,1,0,1,7,5,4,3,17.0,1373,5,1,4,1555,2.0,2,4,1,3,12.0,163.0,0,0,0
0,148000,1,73.0,8760,1,1,1,1,1,1,0,6,6,3,3,9.0,1194,3,1,4,1194,1.0,3,3,1,0,11.0,120.0,0,0,0
5,403000,1,174.0,15138,1,0,1,1,1,1,1,8,5,4,3,15.0,1462,5,1,4,2794,2.5,4,5,1,3,12.0,348.0,0,0,0
13,94500,1,21.0,1680,1,1,1,1,1,0,0,6,5,3,3,9.0,483,3,1,4,987,1.5,2,3,1,1,10.0,0.0,0,0,0
0,128200,1,75.0,10650,1,1,1,1,0,1,0,5,6,3,3,17.0,894,3,1,4,894,1.0,3,3,1,0,10.0,365.0,0,0,0
5,216500,1,,7851,1,1,1,1,1,1,0,6,5,4,3,15.0,860,5,1,4,1960,2.5,4,4,1,3,12.0,336.0,0,0,0
13,89500,1,21.0,1680,1,1,1,1,1,0,0,6,3,3,3,13.0,483,3,1,4,987,1.5,2,3,1,0,10.0,0.0,0,0,0
0,185500,1,65.0,8773,1,1,1,1,0,1,0,7,5,4,3,17.0,1414,5,1,4,1414,2.0,3,4,1,0,11.0,237.0,0,0,0
5,194500,1,,9453,1,0,1,1,0,1,10,7,7,4,3,13.0,996,5,1,4,1744,2.5,3,4,1,0,11.0,678.0,0,0,0
0,318000,1,93.0,12030,1,1,1,1,1,1,0,8,5,5,3,11.0,1694,5,1,4,1694,2.0,3,4,1,0,12.0,396.0,0,0,0
4,113000,1,52.0,8741,1,1,1,1,1,1,5,6,4,3,3,9.0,735,3,1,3,1487,1.5,3,3,1,4,10.0,140.0,0,0,0
0,262500,0,75.0,9000,1,1,1,1,1,1,0,8,5,4,3,17.0,1566,5,1,4,1566,2.0,3,4,1,0,11.0,312.0,0,0,0
1,110500,1,40.0,3880,1,1,1,1,1,1,52,5,9,3,4,13.0,686,4,1,4,866,1.0,2,4,1,0,3.0,100.0,0,0,0
4,79000,1,63.0,5000,1,1,1,1,0,1,50,5,4,3,3,9.0,540,4,0,3,1440,1.0,3,3,1,0,9.0,77.0,0,0,0
13,120000,1,75.0,10762,1,1,1,1,0,0,0,6,6,3,3,10.0,626,3,1,4,1217,1.5,3,3,1,3,11.0,28.0,0,0,0
5,205000,1,,8880,1,0,1,1,1,1,8,7,5,4,3,15.0,948,5,1,4,2110,2.5,3,4,1,2,11.0,130.0,0,0,0
0,241500,1,80.0,10400,1,1,1,1,1,1,0,7,5,3,3,17.0,1845,4,1,4,1872,2.0,3,3,1,3,12.0,236.0,0,0,0
15,137000,1,69.0,9142,1,1,1,1,1,0,40,6,8,3,2,8.0,1020,4,0,1,1928,2.0,4,2,1,0,6.0,172.0,0,0,0
0,140000,1,75.0,11310,1,1,1,1,1,1,0,6,5,3,3,9.0,1367,5,1,4,1375,1.0,2,3,1,3,10.0,30.0,0,0,0
5,180000,1,72.0,11317,1,1,1,1,1,1,0,7,5,4,3,10.0,840,5,1,4,1668,2.5,3,4,1,0,11.0,212.0,0,0,0
4,277000,1,,159000,1,0,0,1,0,1,48,6,7,4,3,15.0,1444,4,1,4,2144,2.0,4,4,1,3,12.0,98.0,0,0,500
1,76500,1,55.0,5350,1,0,1,1,1,1,26,3,2,3,1,9.0,728,5,1,4,1306,1.0,3,2,0,0,3.0,263.0,0,0,450
11,235000,1,44.0,4750,1,0,0,1,1,0,1,8,5,4,3,18.0,1573,5,1,4,1625,2.0,2,4,1,4,12.0,276.0,0,0,0
5,173000,1,65.0,8366,1,0,1,1,1,1,0,6,5,4,3,10.0,798,5,1,4,1640,2.5,3,4,1,0,11.0,183.0,0,0,0
8,158000,1,85.0,9350,1,1,1,1,1,1,27,6,7,3,3,18.0,1302,5,1,4,1302,2.0,3,4,0,0,11.0,333.0,0,0,0
0,145000,1,70.0,8400,1,1,1,1,1,1,0,5,6,3,4,11.0,1314,3,1,4,1314,1.0,3,3,1,0,11.0,250.0,0,0,0
5,230000,1,66.0,8738,1,0,1,1,1,1,0,7,5,4,3,10.0,975,5,1,4,2291,2.5,4,4,1,3,12.0,192.0,0,0,0
5,207500,0,64.0,8791,1,0,1,1,1,1,0,6,5,4,3,12.0,864,5,1,4,1728,2.5,3,4,1,0,11.0,272.0,0,0,0
0,220000,1,68.0,8814,1,1,1,1,1,1,0,7,5,4,3,15.0,1604,5,1,4,1604,2.5,3,4,1,4,11.0,233.0,0,0,0
5,231500,1,80.0,12435,1,1,1,1,1,1,0,7,5,4,3,15.0,963,5,1,4,1792,2.5,3,4,1,3,11.0,341.0,0,0,0
0,97000,1,70.0,12702,1,1,1,1,1,1,0,5,5,3,3,,0,4,1,3,882,1.0,2,3,1,0,10.0,45.0,0,0,0
8,176000,1,120.0,19296,1,1,1,1,0,1,0,6,5,3,3,18.0,1362,3,1,4,1382,1.0,3,3,1,3,10.0,252.0,0,0,0
5,276000,1,69.0,9588,1,0,1,1,1,1,0,8,5,4,3,11.0,1482,5,1,4,2574,2.5,3,5,1,4,12.0,148.0,0,0,0
8,151000,1,88.0,8471,1,0,1,1,0,1,18,6,7,3,3,17.0,506,3,1,4,1212,1.0,3,3,1,3,10.0,304.0,0,0,0
4,130000,1,50.0,5500,1,1,1,1,0,1,72,5,7,3,3,14.0,926,3,1,4,926,1.0,3,3,1,0,10.0,0.0,0,0,0
1,73000,1,30.0,5232,1,0,0,1,1,1,79,5,5,3,3,8.0,680,4,0,1,764,1.0,2,3,1,0,8.0,0.0,0,0,0
0,175500,1,78.0,12090,1,0,1,1,1,1,0,6,6,3,4,16.0,1422,3,1,4,1422,2.0,3,4,1,3,12.0,276.0,0,0,0
5,185000,1,70.0,11207,1,0,0,1,0,1,0,6,5,3,3,17.0,802,4,1,4,1511,2.5,3,3,1,3,12.0,170.0,0,0,0
7,179500,1,60.0,8400,1,1,0,1,1,1,58,5,8,3,3,10.0,720,5,1,4,1772,2.5,4,4,1,4,10.0,286.0,0,0,0
1,120500,1,71.0,6900,1,1,1,1,1,1,15,5,6,3,3,15.0,740,5,1,4,778,1.0,2,3,1,4,16.0,25.0,0,0,0
0,148000,1,,7917,1,0,1,1,0,1,0,6,7,3,4,13.0,1143,3,1,4,1113,1.5,3,3,1,2,12.0,400.0,0,0,0
5,266000,0,84.0,10728,1,1,1,1,1,1,0,8,5,4,3,11.0,1095,4,1,4,1939,2.5,3,4,1,4,11.0,243.0,0,0,0
0,241500,1,73.0,39104,1,0,0,1,0,1,51,7,7,3,3,19.0,1385,5,1,4,1363,1.0,2,3,0,3,10.0,81.0,0,0,0
5,290000,1,92.0,11764,1,0,1,1,0,1,8,8,7,4,3,15.0,1152,5,1,4,2270,2.5,4,4,1,4,12.0,189.0,0,0,0
0,139000,1,80.0,9600,1,1,1,1,1,1,30,6,6,3,3,12.0,1240,4,1,4,1632,2.0,3,3,0,4,11.0,289.0,0,0,0
0,124500,1,76.0,8314,1,1,1,1,0,1,0,5,7,3,3,16.0,816,3,1,4,816,1.0,2,3,1,0,10.0,168.0,0,0,0
4,205000,1,55.0,7264,1,1,1,1,1,1,82,7,7,4,4,9.0,952,4,0,4,1548,2.5,3,5,1,0,10.0,218.0,0,0,0
0,201000,1,129.0,9196,1,0,1,1,1,1,0,7,5,4,3,11.0,1560,5,1,4,1560,2.0,3,4,1,0,12.0,250.0,0,0,0
0,141000,1,140.0,19138,1,1,1,1,0,1,0,4,5,3,3,10.0,864,5,1,4,864,1.0,2,3,1,0,10.0,0.0,0,0,0
0,415298,1,107.0,14450,1,1,1,1,1,1,1,9,5,5,3,14.0,2121,5,1,4,2121,2.5,3,5,1,5,12.0,364.0,0,0,0
5,192000,1,83.0,10005,1,1,1,1,1,1,0,7,5,3,3,13.0,1160,5,1,4,2022,2.5,4,3,1,3,12.0,405.0,0,0,0
5,228500,1,82.0,11287,1,1,1,1,1,1,0,7,6,4,3,17.0,807,4,1,4,1982,2.5,3,4,1,3,12.0,280.0,0,0,0
0,185000,0,60.0,7200,1,1,1,1,1,1,0,6,5,4,3,15.0,1262,4,1,4,1262,2.0,2,4,1,0,12.0,120.0,0,0,0
11,207500,1,34.0,5063,1,1,1,1,1,0,1,7,5,4,3,15.0,1314,5,1,4,1314,2.0,2,4,1,4,11.0,234.0,0,0,0
0,244600,1,74.0,9612,1,1,1,1,1,1,1,8,5,4,3,10.0,1468,5,1,4,1468,2.0,3,4,1,4,12.0,360.0,0,0,0
11,179200,1,50.0,8012,1,1,1,1,1,0,0,6,5,4,3,15.0,1575,4,1,4,1575,2.0,2,4,1,0,11.0,52.0,0,0,0
13,164700,0,35.0,4251,1,0,1,1,1,0,1,7,5,4,3,10.0,625,5,1,4,1250,2.5,2,4,1,0,11.0,54.0,0,0,0
4,159000,1,77.0,9786,1,0,0,1,1,1,19,6,7,3,3,11.0,912,3,1,4,1734,1.5,3,4,1,4,11.0,128.0,0,0,0
0,88000,1,,8125,1,0,1,1,0,1,0,4,4,3,3,12.0,858,3,1,4,858,1.0,3,3,1,0,3.0,0.0,0,0,0
0,122000,1,,9819,1,0,1,1,1,1,0,5,5,3,4,12.0,882,3,1,4,900,1.0,3,3,1,0,10.0,0.0,0,0,0
6,153575,1,60.0,8730,1,1,1,1,1,1,88,6,7,3,3,9.0,698,5,1,3,1396,1.0,3,3,1,0,10.0,259.0,0,0,0
5,233230,1,120.0,15611,1,1,1,1,1,1,0,8,5,4,3,12.0,1079,5,1,4,1919,2.5,3,4,1,4,12.0,51.0,0,0,0
15,135900,1,55.0,5687,1,1,0,1,1,0,88,5,6,3,2,10.0,780,5,0,4,1716,2.0,6,2,1,0,1.0,184.0,0,0,0
4,131000,1,60.0,11409,1,1,1,1,1,1,59,5,4,3,3,10.0,768,4,1,4,1716,1.5,3,3,0,4,10.0,160.0,0,0,0
5,235000,1,,16659,1,0,1,1,0,1,17,7,7,3,3,13.0,795,2,1,4,2263,2.5,3,4,1,3,12.0,250.0,0,0,0
0,167000,1,80.0,9600,1,1,1,1,1,1,0,6,5,3,3,14.0,1416,3,1,4,1644,1.0,3,3,1,4,12.0,110.0,0,0,0
8,142500,1,37.0,7937,1,0,1,1,0,1,0,6,6,3,3,16.0,1003,3,1,4,1003,1.0,3,3,1,0,10.0,120.0,0,0,0
4,152000,1,75.0,13710,1,1,1,1,1,1,0,5,5,3,3,12.0,910,3,1,3,1558,1.5,4,3,1,0,10.0,289.0,0,0,0
5,239000,0,66.0,7399,1,0,1,1,1,1,1,7,5,4,3,13.0,975,5,1,4,1950,2.5,3,4,1,3,11.0,208.0,0,0,0
5,175000,1,90.0,11700,1,1,1,1,1,1,0,6,6,4,3,15.0,702,4,1,4,1743,2.0,3,3,1,4,10.0,224.0,0,0,0
0,158500,1,80.0,14000,1,1,1,1,1,1,54,6,8,3,4,9.0,1092,5,1,4,1152,1.0,3,4,1,4,10.0,36.0,0,0,0
15,157000,1,90.0,15750,1,1,1,1,0,0,0,5,5,3,3,13.0,1165,3,1,4,1336,1.0,2,3,1,4,10.0,0.0,0,0,0
5,267000,1,66.0,16226,1,0,1,1,1,1,1,8,5,4,3,15.0,1028,5,1,4,2452,2.5,4,4,1,3,12.0,258.0,0,0,0
0,205000,1,118.0,13704,1,0,1,1,0,1,1,7,5,4,3,10.0,1541,5,1,4,1541,2.0,3,4,1,3,11.0,549.0,0,0,0
0,149900,1,70.0,9800,1,1,1,1,0,1,0,5,7,3,3,13.0,894,3,1,4,894,1.0,3,3,1,0,10.0,256.0,0,0,0
7,295000,1,87.0,18386,1,1,1,1,1,1,122,7,9,3,3,9.0,1470,5,1,4,3493,3.0,3,4,1,5,10.0,302.0,0,0,0
0,305900,1,80.0,10386,1,1,1,1,1,1,1,8,5,4,3,15.0,2000,5,1,4,2000,2.0,3,4,1,0,12.0,168.0,0,0,0
5,225000,1,116.0,13474,1,1,1,1,1,1,1,7,5,4,3,14.0,700,4,1,4,2243,2.5,4,4,1,3,11.0,395.0,0,0,0
4,89500,1,,7920,1,0,1,1,1,1,30,6,7,3,2,9.0,319,3,1,3,1406,1.0,3,2,1,0,1.0,144.0,0,0,0
1,82500,1,,12342,1,0,1,1,1,1,10,4,5,3,3,12.0,861,5,1,4,861,1.0,1,3,1,0,10.0,158.0,0,0,0
0,360000,1,90.0,12378,1,0,1,1,1,1,1,9,5,4,3,19.0,1896,5,1,4,1944,2.0,3,5,1,5,12.0,383.0,0,0,0
5,165600,1,,7685,1,0,1,1,1,1,1,6,5,3,3,14.0,697,4,1,4,1501,2.5,3,4,1,3,12.0,253.0,0,0,0
0,132000,1,50.0,8000,1,1,1,1,1,1,54,6,6,3,4,13.0,972,5,1,4,972,1.0,2,3,1,4,10.0,0.0,0,0,0
15,119900,1,65.0,7800,1,1,1,1,1,0,11,5,7,3,3,13.0,793,3,1,4,1118,1.0,3,3,1,4,10.0,271.0,0,0,0
0,375000,1,150.0,215245,1,0,0,1,1,1,0,7,5,3,3,19.0,2136,3,1,4,2036,2.0,3,3,1,4,11.0,0.0,0,0,0
6,178000,1,60.0,9600,1,1,1,1,1,1,65,7,7,3,3,11.0,728,5,1,4,1641,1.5,3,5,1,4,9.0,234.0,0,0,0
5,188500,1,71.0,7795,1,0,1,1,1,1,1,7,5,4,3,15.0,716,5,1,4,1432,2.5,3,4,1,4,12.0,151.0,0,0,0
5,260000,1,94.0,13005,1,0,1,1,0,1,0,7,7,4,3,15.0,845,3,1,4,2353,2.5,4,5,1,3,11.0,483.0,0,0,0
5,270000,0,75.0,9000,1,1,1,1,1,1,0,8,5,4,3,12.0,1088,5,1,4,1959,2.5,3,4,1,4,11.0,254.0,0,0,0
5,260000,1,90.0,9900,1,1,0,1,1,1,0,7,5,4,3,18.0,1347,5,1,4,2646,2.5,4,4,1,3,11.0,544.0,0,0,0
8,187500,1,,14115,1,1,1,1,1,1,0,7,5,3,3,17.0,1372,3,1,4,1472,2.0,3,3,1,3,10.0,281.0,0,0,0
5,342643,1,111.0,16259,1,1,1,1,0,1,0,9,5,3,3,14.0,1249,5,1,4,2596,3.5,4,4,1,0,11.0,394.0,0,0,0
5,354000,1,99.0,12099,1,0,1,1,1,1,0,8,5,4,3,18.0,1136,5,1,4,2468,2.5,4,4,1,4,12.0,338.0,0,0,0
5,301000,1,86.0,10380,1,0,1,1,1,1,1,7,5,4,3,17.0,1502,5,1,4,2730,2.5,4,4,1,3,12.0,297.0,0,0,0
0,126175,1,49.0,5820,1,1,1,1,1,1,50,3,8,3,4,13.0,1162,5,1,4,1163,1.0,3,3,1,0,9.0,240.0,0,0,0
8,242000,1,96.0,11275,1,1,1,1,0,1,40,7,7,4,4,10.0,710,5,1,4,2978,2.5,5,4,1,4,12.0,240.0,0,0,0
3,87000,1,50.0,5000,1,1,1,1,1,1,9,5,6,3,3,14.0,720,1,0,2,803,1.0,2,3,1,0,10.0,244.0,0,0,0
11,324000,1,32.0,10846,1,0,1,1,0,0,0,8,5,4,3,18.0,1719,5,1,4,1719,1.5,1,4,1,4,12.0,152.0,0,0,0
0,145250,1,80.0,11600,1,1,1,1,1,1,0,6,5,3,3,11.0,1383,3,1,4,1383,1.5,3,3,1,0,11.0,45.0,0,0,0
7,214500,1,,11888,1,0,0,1,1,1,78,6,6,3,3,9.0,844,4,0,3,2134,2.0,5,4,1,0,10.0,328.0,0,0,0
6,78000,1,60.0,6402,1,1,1,1,0,1,30,5,5,3,3,10.0,596,3,0,4,1192,1.0,3,3,1,0,6.0,137.0,0,0,0
10,119000,1,,10624,1,0,1,1,1,0,0,5,4,3,3,16.0,1728,3,1,4,1728,2.0,6,3,1,0,10.0,155.0,0,0,0
0,139000,1,70.0,8176,1,1,1,1,1,1,34,5,6,3,3,11.0,1056,2,1,4,1056,1.0,3,3,1,0,11.0,0.0,0,0,0
0,284000,1,85.0,10655,1,0,1,1,1,1,1,8,5,4,3,14.0,3206,5,1,4,1629,2.0,3,4,1,4,11.0,0.0,0,0,0
11,207000,1,59.0,8198,1,1,1,1,0,0,0,7,5,4,3,17.0,1358,5,1,4,1358,2.0,2,4,1,4,11.0,222.0,0,0,0
5,192000,1,59.0,9042,1,0,1,1,1,1,0,6,5,3,3,18.0,943,4,1,4,1638,2.5,3,3,1,3,12.0,138.0,0,0,0
15,228950,1,,164660,0,0,0,1,0,0,0,5,6,3,3,19.0,1499,5,1,4,1786,2.0,3,3,1,4,12.0,670.0,0,0,700
0,377426,1,86.0,14157,1,0,0,1,0,1,1,9,5,4,3,19.0,1922,5,1,4,1922,2.0,3,4,1,4,12.0,229.0,0,0,0
0,214000,1,70.0,9135,1,1,1,1,1,1,1,7,5,4,3,17.0,1536,5,1,4,1536,2.0,3,4,1,0,11.0,266.0,0,0,0
0,202500,1,91.0,14145,1,1,1,1,0,1,14,7,7,4,3,15.0,1208,5,1,4,1621,2.0,3,4,1,0,11.0,153.0,0,0,400
0,155000,1,66.0,12400,1,0,1,1,1,1,40,6,7,3,3,10.0,1215,3,1,3,1215,1.0,3,3,1,0,10.0,234.0,0,0,0
5,202900,1,85.0,14191,1,1,1,1,1,1,0,8,5,4,3,10.0,967,5,1,4,1908,2.5,4,4,1,0,12.0,135.0,0,0,0
0,82000,0,60.0,8400,1,1,1,1,1,1,0,4,4,2,2,8.0,721,4,1,4,841,1.0,2,3,1,0,8.0,274.0,0,0,0
10,87500,1,,8544,1,1,1,1,1,0,1,3,4,3,3,,0,2,0,3,1040,2.0,2,3,1,0,10.0,0.0,0,0,0
11,266000,1,63.0,8849,1,0,1,1,1,0,0,9,5,5,3,16.0,1684,5,1,4,1684,2.0,2,5,1,5,11.0,567.0,0,0,0
13,85000,1,36.0,2592,1,1,1,1,1,0,0,5,3,3,3,15.0,536,3,1,4,1112,1.5,3,3,1,0,10.0,182.0,0,0,0
4,140200,1,65.0,6435,1,1,1,1,1,1,11,6,5,3,3,9.0,972,4,1,4,1577,1.0,3,2,1,4,10.0,0.0,0,0,0
0,151500,1,,12772,1,0,1,1,0,1,38,6,8,3,4,13.0,958,3,1,4,958,1.0,2,3,1,0,11.0,0.0,0,0,15500
0,157500,1,,17600,1,0,1,1,1,1,0,6,5,3,3,12.0,1478,5,1,3,1478,2.0,3,3,1,4,10.0,40.0,0,0,0
13,154000,1,36.0,2448,1,1,1,1,1,0,1,7,5,4,3,15.0,764,5,1,4,1626,2.5,2,4,1,0,11.0,27.0,0,0,0
5,437154,1,56.0,20431,1,0,1,1,1,1,1,9,5,5,3,16.0,1848,5,1,4,2728,2.5,4,5,1,5,12.0,0.0,0,0,0
11,318061,1,68.0,7820,1,0,1,1,1,0,0,9,5,5,3,11.0,1869,5,1,4,1869,2.0,2,5,1,4,11.0,264.0,0,0,0
11,190000,1,,5271,1,0,0,1,1,1,0,7,5,3,3,18.0,1453,4,1,4,1453,1.5,2,4,1,3,11.0,264.0,0,0,0
4,95000,1,60.0,9084,1,1,1,1,1,1,9,5,6,3,3,12.0,616,3,0,4,1111,1.0,3,3,1,0,9.0,48.0,0,0,0
1,105900,1,60.0,8520,1,1,1,1,1,1,75,6,8,3,4,9.0,624,4,1,4,720,1.0,2,3,1,0,10.0,106.0,0,0,0
4,140000,1,60.0,8400,1,1,0,1,1,1,60,6,5,3,3,10.0,940,5,1,4,1595,1.0,2,3,1,4,10.0,108.0,0,0,0
0,177500,1,105.0,11249,1,0,1,1,1,1,0,6,5,4,4,18.0,1200,5,1,4,1200,2.0,3,4,1,0,11.0,26.0,0,0,0
